Which best explains why your teammates donâ€™t deliver the results they promise?	Leaders	Unclear project goals/expectations|Our leadership is constantly shifting priorities|They underestimate time needed to deliver|They donâ€™t meet the bar needed to succeed|None of the above	0
Which of the following would you most like to occur during 2018?	Not Categorized	Make progress on financial goals|Make progress on personal health goals|Make progress on professional goals|Make progress on familial goals|Make progress on hobby/recreational goals	0
Which of the following is most likely to occur during 2018?	Not Categorized	Make progress on financial goals|Make progress on personal health goals|Make progress on professional goals|Make progress on familial goals|Make progress on hobby/recreational goals	0
How does the peak season affect your workload?	Work Environment	My workload increases greatly|My workload increases|My workload is unaffected by Peak|My workload decreases|This is my first Peak	0
Are you inspired by the work you do at Sapient?	Engagement	Always|Usually|Sometimes|Rarely|Never	Motivation
Do you feel motivated at work?	Engagement	Always|Usually|Sometimes|Rarely|Never	Motivation
How satisfied are you with the quality of your manager's feedback?	Manager	Extremely satisfied|Very satisfied|Somewhat satisfied|Very dissatisfied|Extremely dissatisfied	0
How well does your manager help you stretch the limits of your work abilities?	Manager	Extremely well|Very well|Somewhat well|Poorly|Very poorly	0
How would you describe the work culture in your organization during 2017?	Culture	Very Positive|Positive|Negative|Very Negative|I'm too new to my organization to assess	0
Are you confident in your manager's ability to lead your team?	Manager	Always|Usually|Sometimes|Rarely|Never	0
How has the work culture changed over the course of 2017?	Culture	The work culture has improved|The work culture has not changed|The work culture has worsened||	0
Do you feel empowered to make the decisions needed to do your job well?	Manager	Always|Usually|Sometimes|Rarely|Never	0
How would you describe your career outlook going into 2018 compared to 2017?	Not Categorized	More optimistic|Indifferent|More pessimistic|Unable to assess|	0
Do you feel appropriately recognized for the effort you put in at work?	Work Environment	Yes||||No	0
Have you requested support from your HR team recently?	Not Categorized	Yes|No|||	0
Which type of recognition would you prefer the most?	Work Environment	Peer recognition|Manager recognition|Leadership team recognition|Something else|	0
Is HR available when you need them?	Not Categorized	Always|Usually|Sometimes|Rarely|Never	0
How would you rate your performance over the last quarter?	Work Environment	Outstanding|Good|Average|Poor|I'm too new to assess this	0
How do you think your manager would rate your performance over the last quarter?	Work Environment	Outstanding|Good|Average|Poor|I don't know	0
Are you satisfied with the effort you've put into your professional development?	Team	Very satisfied|Satisfied|Neither satisfied nor dissatisfied|Dissatisfied|Very Dissatisfied	0
How would you describe the progress you've made in your career during 2017?	Engagement	Excellent|Good|Fair|Poor|Very Poor	0
Does your manager treat all employees fairly?	Manager	Always|Usually|Sometimes|Rarely|Never	0
How helpful is your manager at removing constraints from your work?	Manager	Extremely helpful|Very helpful|Somewhat helpful|Slightly helpful|Not at all helpful	0
Does your work give you a feeling of accomplishment?	Engagement	Always|Usually|Sometimes|Rarely|Never	Motivation, Pride
Does your work give you a feeling of accomplishment?	Engagement	Always|Usually|Sometimes|Rarely|Never	Motivation, Pride
Have you requested support from your HR team recently?	Not Categorized	Yes|No|||	0
Is your HR team friendly and approachable?	Work Environment	Always|Usually|Sometimes|Rarely|Never	0
How much of your day-to-day work do you enjoy doing?	Work Environment	Nearly all of it (more than 90%)|Most of it|About half of it (40-60%)|Some of it|Almost none of it (less than 10%)	0
Which best describes why you don't enjoy certain aspects of your job?	Work Environment	Too many meetings|Too many urgent deadlines|Too many people to work with|Too many approvals needed to make progress|None of these	0
Does your manager provide you feedback that is meaningful for your development?	Manager	Almost always|Usually|Sometimes|Rarely|Almost never	0
How well does your manager handle stress at work?	Manager	Extremely well|Very well|Somewhat well|Poorly|Very poorly	0
Do you have confidence in the senior leaders that directly affect your team?	Leaders	Yes, completely|Yes, mostly||Yes, but only somewhat|No, not at all	0
How often does your manager express confidence in your abilities?	Manager	Always|Usually|Sometimes|Rarely|Never	0
Do you feel valued at Sapient?	Engagement	Always|Usually|Sometimes|Rarely|Never	Recognition
How well does your manager challenge you to exceed your own expectations?	Manager	Extremely well|Very well|Somewhat well|Poorly|Very poorly	0
How often does your manager listen to employees' opinions when making decisions?	Manager	Always|Usually|Sometimes|Rarely|Never	0
Which of the following do you most like about working at Sapient?	Culture	The people I work with|Having Sapient on your resume|Opportunity to work on a massive scale|Making an impact on the world|Making our customers happy	0
When you are at work and you really need to focus, what do you do?	Work Environment	I stay at my desk and work|I end up working from home|I find somewhere outside of my desk/home to work|I book a conference room to focus|Something else	0
Have you requested support from your HR team recently?	Not Categorized	Yes|No|||	0
Does your physical work environment help you do your best work?	Work Environment	All the time|Most of the time|Sometimes|Rarely|Never	0
Which best describes your physical work environment?	Work Environment	Loud and crowded|Loud but not crowded|Quiet and crowded|Quiet and not crowded|	0
Do you have the hardware you need to do your job well?	Work Environment	Yes|No|||	0
How does the pace of your organization's growth compare to others at Sapient?	Work Environment	My organization is much faster that most other orgs|My organization is faster that most other orgs|My organization is similar to most other orgs|My organization is slower than most other orgs|I'm not sure	0
Does your manager consistently treat all employees with respect?	Manager	Always|Usually|Sometimes|Rarely|Never	0
How well does your manager match tasks with your skills and talents?	Manager	Extremely well|Very well|Somewhat well|Poorly|Very poorly	0
What percent of your team frequently exceeds expectations at work?	Work Environment	0 to 25%|26 to 50%|51 to 75%|76 to 100%|	0
How often do you look at job postings (either on JobFinder or externally)?	Engagement	Weekly|Monthly|Quarterly|Yearly|Very rarely or never	0
What sort of positions do you look for?	Engagement	Within my organization|Outside of my org, but in the same location/city|Outside of my org and in a new location/city|Outside Sapient, in the same general location/city|Outside Sapient and in a new location/city	0
Are you interested in the work that you do?	Engagement	Always|Usually|Sometimes|Rarely|Never	Motivation
Do you find your job challenging in a good way?	Engagement	Always|Usually|Sometimes|Rarely|Never	0
How would you describe your personal career goals in terms of ambition/pace?	Engagement	Very ambitious, requiring rapid progress|Ambitious, requiring accelerated progress|Somewhat ambitious, requiring steady progress|Not very ambitious, I like where I am|I don't have personal career goals	0
How would you describe the pace of your career goals compared to your peers?	Engagement	Much faster than most of my peers|Faster than most of my peers|Similar to most of my peers|Slower than most of my peers|I'm not sure	0
I have a clear understanding of areas I need to develop to advance my career.	Work Environment	Strongly Agree|Agree|Neither Agree nor Disagree|Disagree|Strongly Disagree	0
How helpful is your manager at removing obstacles?	Manager	Extremely helpful|Very helpful|Somewhat helpful|Slightly helpful|Not at all helpful	0
Does your manager seem to know how to relate to a variety of people?	Manager	Almost always|Usually|Sometimes|Rarely|Almost never	0
Does your manager provide sufficient opportunities to discuss your questions?	Manager	Almost always|Usually|Sometimes|Rarely|Almost never	0
How satisfied are you with the frequency of your manager's feedback?	Manager	Extremely satisfied|Very satisfied|Somewhat satisfied|Very dissatisfied|Extremely dissatisfied	0
Are you encouraged to pursue the best ideas even if they are peculiar?	Culture	Always|Usually|Sometimes|Rarely|Never	0
Do you have specific career goals for the next two years?	Engagement	Yes|No|||	0
Which of these best describes those career goals?	Engagement	A promotion to next level|Becoming a people manager|Learning more skills to be an SME|A lateral move within Sapient|Moving to another company	0
Does your manager respect your personal time?	Manager	Almost always|Usually|Sometimes|Rarely|Almost never	0
How professional is your manager?	Manager	Extremely professional|Very professional|Somewhat professional|Slightly professional|Not at all professional	0
Does your manager act on issues that impact your productivity at work?	Manager	Almost always|Usually|Sometimes|Rarely|Almost never	0
Does your manager listen to you effectively?	Manager	Almost always|Usually|Sometimes|Rarely|Almost never	0
What sort of information do you most commonly hear about Sapient outside of work?	Not Categorized	Mostly positive|A balance of positive and negative|Mostly negative|I don't hear anything about Sapient outside of work|	0
How satisfied are you with your manager's efforts to identify your strengths?	Manager	Extremely satisfied|Very satisfied|Somewhat satisfied|Very dissatisfied|Extremely dissatisfied	0
How good is your manager at explaining the impact of your work?	Manager	Excellent|Very good|Average|Fair|Poor	0
Have you requested support from your HR team recently?	Not Categorized	Yes|No|||	0
How often do you drive innovation in your own work?	Culture	Very frequently|Frequently|Somewhat frequently|Infrequently|Very infrequently	0
How often does your team come up with "scrappy" solutions to tech limitations?	Team	Almost Always||Sometimes||Never	0
Which best describes these "scrappy" solutions?	Team	Innovative, best part of working here|Time consuming, but worth the effort|Ineffective, donâ€™t solve the problems mostly||	0
How often do you clearly understand what is expected of you in your job?	Work Environment	Almost always|Usually|Sometimes|Rarely|Almost Never	0
On average, what is your interviewing frequency?	Not Categorized	3 or more per week|1 to 2 per week|1 to 2 per month|1 to 2 per quarter|1 to 2 per year	0
Which of the following is the hardest part of your job?	Not Categorized	Managing competing priorities|Managing and developing people|Developing needed skills/knowledge|High-pressure deliverables/situations|Sheer volume of work	0
Have you requested support from your HR team recently?	Not Categorized	Yes|No|||	0
Does HR follow up on what they say they will do?	Not Categorized	Always|Usually|Sometimes|Rarely|Never	0
When is the last time you learned a useful new skill at work?	Engagement	Within the last week|Within the past month|Within the past 6 months|Within the past year|	0
Do your peers provide support to new coworkers?	Team	Always|Usually|Sometimes|Rarely|Never	0
Does your manager provide you with helpful feedback?	Manager	Almost always|Usually|Sometimes|Rarely|Almost never	0
Does your manager accept feedback on their behavior?	Manager	Almost always|Usually|Sometimes|Rarely|Almost never	0
Does your manager encourage your team to take risks when appropriate?	Manager	Always|Usually|Sometimes|Rarely|Never	0
When you compromise quality to meet deadlines, it is because of	Culture	Poor scoping of time needed to finish something|Constantly shifting deadlines despite good planning|Poor management of work by leaders|Many "Urgent" requests by senior leaders|Quality is never compromised to meet deadlines	0
How often do you feel emotionally drained from your work?	Engagement	Less than once a month|Once a week|More than once a week|Almost every day|	0
Does your manager know about and leverage your superpower effectively?	Manager	Yes and they leverage it well||Yes but they don't leverage it well||No they don't know about or leverage my superpower	0
How would you describe the "unofficial" dress-code on your team?	Not Categorized	Completely casual: pajamas would go unnoticed|Mostly casual: shorts/sweatshirt would go unnoticed|Fairly casual: jeans would go unnoticed|Business casual: blazer would go unnoticed|Not applicable	0
Compared to those in similar roles at other companies,  Sapient allows for	Engagement	above average career growth|average career growth|below average career growth||	0
Which of the following best describes why you work during time-off?	Culture	I never work during time-off/vacations|My role involves many urgent/emergency issues|I just feel more comfortable staying connected|I'd be viewed negatively if I didnâ€™t work|I have trouble delegating	0
Do you feel valued at Sapient?	Engagement	Always|Usually|Sometimes|Rarely|Never	Recognition
Sapient strongly supports the learning and development of its employees.	Engagement	Strongly Agree|Agree|Neither Agree nor Disagree|Disagree|Strongly Disagree	0
Are you satisfied with your chances for promotion in your current team?	Engagement	Very satisfied|Satisfied|Somewhat satisfied|Dissatisfied|Very dissatisfied	0
Are you confident in your manager's ability to lead your team?	Manager	Always|Usually|Sometimes|Rarely|Never	0
Does your manager show they care about their team?	Manager	Almost always|Usually|Sometimes|Rarely|Almost never	0
How well does your manager match tasks with your team members' skills?	Manager	Extremely well|Very well|Somewhat well|Poorly|Very poorly	0
How often do you exceed the expectations of your peers/leadership team at work?	Work Environment	Very often|Often|Somewhat often|Slightly often|Not often at all	0
Are you encouraged to suggest alternative ways to solve problems?	Culture	Always|Usually|Sometimes|Rarely|Never	0
I would describe the talent level of those I work with most often asâ€_	Team	Way above average|Above average|Average|Below average|Way below average	0
I understand how my work contributes to company goals.	Engagement	Strongly Agree|Agree|Neither Agree nor Disagree|Disagree|Strongly Disagree	0
Do you find your work to be a positive challenge?	Engagement	Always|Usually|Sometimes|Rarely|Never	Motivation
Which of the following is the biggest risk to the success of your team?	Culture	Disconnected leadership|Increased bureaucracy|Loss of customer obsession|Less innovation|None of these are a problem	0
How willing is your manager to admit that they've made a mistake?	Manager	Extremely willing|Very willing|Somewhat willing|Slightly willing|Not at all willing	0
How often do you get to decide the best way to get your work done?	Manager	Almost always|Usually|Sometimes|Rarely|Almost never	0
Compared to most people in a similar role/job level, Iâ€_	Engagement	Produce more than my peers|Produce the same as my peers|Produce less than my peers||	0
Are you satisfied with how often your work goes as planned for you?	Engagement	Very satisfied|Satisfied|Somewhat satisfied|Dissatisfied|Very Dissatisfied	0
How often do other employees make your work day more enjoyable?	Culture	Almost always|Usually|Sometimes|Rarely|Almost never	0
Does your manager treat all employees fairly?	Manager	Almost always|Usually|Sometimes|Rarely|Almost never	0
Does your manager provide constructive feedback to help you improve?	Manager	Almost always|Usually|Sometimes|Rarely|Almost never	Communication
How are the top performer(s) in your team motivated?	Team	Primarily motivated by the challenge of work|Primarily motivated by rewards and recognition|Motivated by neither||	0
How helpful would you rate the top performer(s) on your team?	Team	Very helpful to others|Helpful to others|Somewhat helpful to others|Slightly helpful to others|Not at all helpful to others	0
When you were a child, what did you play with most?	Not Categorized	Building toys (blocks, Legos, etc)|Art supplies|Figurines (GI Joe, Barbie, etc.)|The great outdoors|My imagination	0
Does your manager help you balance short-term and long-term goals?	Manager	Always|Usually|Sometimes|Rarely|Never	0
Does your manager provide you with timely explanations?	Manager	Almost always|Usually|Sometimes|Rarely|Almost never	0
How good is your manager at identifying problems in the workplace?	Manager	Excellent|Very good|Average|Fair|Poor	0
Our team takes the time needed to improve how we work together.	Team	Strongly Agree|Agree|Neither Agree nor Disagree|Disagree|Strongly Disagree	0
Are you inspired by the work you do at Sapient?	Engagement	Almost always|Usually|Sometimes|Rarely|Never	Motivation
Does your manager identify ways for you to develop your skills?	Manager	Almost always|Usually|Sometimes|Rarely|Almost never	0
Does Senior leadership treat employees as one of Sapient's most valuable assets?	Leaders	Always|Usually|Sometimes|Rarely|Never	0
Are you proud to work at Sapient?	Engagement	Always|Usually|Sometimes|Rarely|Never	0
If you left your current team right now, which would best describe how you feel?	Team	Elated|Excited, but nervous about new role|Excited, but sad to leave this team|Guilty|Pessimistic	0
Do you feel valued at Sapient?	Engagement	Almost always|Usually|Sometimes|Rarely|Almost never	Recognition
Does your work require unique ideas and/or solutions to problems?	Culture	Yes, all the time|Yes, most of the time|Yes, sometimes|Yes, but rarely|No, never	0
Would you recommend Sapient to a friend or relative as a great place to work?	Engagement	Almost always|Usually|Sometimes|Rarely|Almost never	0
Which of the following most hampers your team's ability to be agile?	Culture	Bureaucracy|Unclear goals|Risk averse culture|Lack of resources|Other	0
What form of bureaucracy hurts your team's agility the most?	Culture	The number of approvals needed to make a decision|Overall slowness of decision-making|Process required to obtain resources|Standardized work processes|Other	0
Does working at Sapient motivate you to exceed expectations at work?	Culture	Always|Usually|Sometimes|Rarely|Never	0
When my leader delivers feedback, they first seek to understand.	Leaders	Strongly Agree|Agree|Neither Agree nor Disagree|Disagree|Strongly Disagree	0
Are you planning on looking for a new job in the near future?	Engagement	Yes, at Sapient|Yes, at another company|No, I like it here|No, because I don't have options elsewhere|I prefer not to say and I don't like this question	0
Sapient is one of the best workplaces for those with my skills/experience.	Culture	Strongly Agree|Agree|Neither Agree nor Disagree|Disagree|Strongly Disagree	0
My current org is one of the best workplaces for those with my skills.	Culture	Strongly Agree|Agree|Neither Agree nor Disagree|Disagree|Strongly Disagree	0
Do you feel left out from the rest of your team?	Team	Never|Rarely|Sometimes|Usually|Always	0
Does your manager act to address the barriers you encounter?	Manager	Almost always|Usually|Sometimes|Rarely|Almost never	0
Do you work under a great deal of tension?	Work Environment	Never|Rarely|Sometimes|Usually|Always	0
Would you be happy to spend the rest of your career at Sapient?	Culture	Yes, absolutely|Yes, probably|Maybe|No, not likely|No, absolutely not	0
If given the opportunity, how would you describe working at Sapient to others?	Culture	Very positively|Mostly positively|I'd remain neutral|Mostly negatively|Very negatively	0
How often does your job involve solving problems with no obvious correct answer?	Culture	Very frequently|Frequently|Somewhat frequently|Infrequently|Very infrequently	0
If you were on a trivia team, which would be your best topic?	Not Categorized	Pop Culture (celebrities, trends, etc.)|Science and Nature|History|Current Events|Arts and Literature	0
Does your manager help to make your work a positive challenge?	Manager	Almost always|Usually|Sometimes|Rarely|Almost never	0
Do you do impactful work at Sapient?	Engagement	Always|Usually|Sometimes|Rarely|Never	0
Does your senior leadership team fill you with excitement for your org's future?	Leaders	Yes, absolutely|Yes, most of the time|Yes, some of the time|Yes, but rarely|No	0
Are you having fun working at Sapient?	Engagement	Always|Usually|Sometimes|Rarely|Never	0
If given a chance to design your own role, which would be most important to you?	Not Categorized	Working with physical tools and machines|Leading others|Opportunities for creativity|Working closely with others|Solving complex problems	0
Does your team try out new ideas (knowing some will not be successful)?	Work Environment	Very frequently|Frequently|Somewhat frequently|Infrequently|Very infrequently	0
Does your manager create a comfortable environment to voice concerns about work?	Manager	Always|Usually|Sometimes|Rarely|Never	0
Does your manager ever seem to doubt your ability to complete challenging tasks?	Manager	Never|Rarely|Sometimes|Usually|Always	0
My manager cares about how work gets done as well as results.	Manager	Strongly Agree|Agree|Neither Agree nor Disagree|Disagree|Strongly Disagree	0
How often do you feel emotionally drained from your work?	Work Environment	Never|Less than once a month|Once a week|More than once a week|Almost everyday	0
How often do you look forward to going to work?	Engagement	Always|Usually|Sometimes|Rarely|Never	0
Are you inspired by the work you do at Sapient?	Engagement	Always|Usually|Sometimes|Rarely|Never	Motivation
How often do you connect with your peers on a personal level?	Team	Very frequently|Frequently|Somewhat frequently|Infrequently|Very infrequently	0
How likely are you to recommend Sapient to someone just starting their career?	Engagement	Very Likely|Likely|Neither Likely nor Unlikely|Unlikely|Very Unlikely	0
Which of the following reasons best describes why?	Engagement	Leaders/role models|Challenging work|The pay and benefits|The culture at Sapient|A reason not listed here	0
